Time    U    dU_0    dU_1    dU_2    dU_3    dU_4    dU_5    dU_6    dU_7    dU_8    dU_9    dU_10    dU_11    dU_12    dU_13    dU_14    dU_15    dU_16    dU_17    dU_18    dU_19    dU_20    dU_21    dU_22    dU_23    dU_24    dU_25    dU_26    dU_27    dU_28    dU_29    dU_30    dU_31    dU_32    dU_33    dU_34    dU_35    dU_36    dU_37    dU_38    dU_39    dU_40    dU_41    dU_42    dU_43    dU_44    dU_45    dU_46    dU_47    dU_48    dU_49    dU_50    dU_51    dU_52    dU_53    dU_54    dU_55    dU_56    dU_57    dU_58    dU_59    dU_60    dU_61    dU_62    dU_63    pV
0.2000 -429203.91 0.0000000 10.937500 21.843750 32.750000 43.656250 54.593750 65.500000 76.437500 87.343750 111.25000 135.50000 161.50000 187.78125 214.28125 240.21875 267.50000 295.96875 325.90625 355.12500 385.78125 416.40625 449.46875 482.46875 516.06250 549.34375 584.59375 619.65625 655.87500 692.21875 681.50000 673.84375 668.59375 665.37500 663.81250 663.62500 664.53125 666.56250 669.46875 673.12500 677.31250 682.18750 687.50000 693.25000 699.43750 706.06250 711.68750 717.50000 722.31250 727.31250 733.50000 739.90625 746.43750 753.03125 761.18750 769.40625 777.71875 786.18750 794.87500 803.50000 812.15625 820.96875 829.81250 838.62500 847.34375 20.945200
0.4000 -430584.22 0.0000000 6.7812500 13.531250 20.281250 27.031250 33.812500 40.531250 47.312500 54.062500 79.281250 107.43750 135.78125 164.78125 195.53125 225.09375 257.59375 289.71875 321.84375 355.21875 389.68750 425.50000 459.28125 496.87500 531.93750 571.37500 609.34375 648.40625 686.90625 727.71875 720.40625 715.28125 712.03125 710.34375 709.90625 710.59375 712.34375 714.96875 718.18750 722.15625 726.59375 731.71875 737.15625 743.03125 749.28125 755.78125 761.46875 767.28125 772.03125 776.90625 783.15625 789.53125 795.93750 802.56250 810.59375 818.68750 826.93750 835.28125 843.71875 852.12500 860.78125 869.46875 878.06250 886.78125 895.40625 20.928625
0.6000 -430025.62 0.0000000 5.6875000 11.375000 17.062500 22.781250 28.437500 34.156250 39.875000 45.531250 69.093750 91.812500 118.37500 141.87500 168.75000 194.56250 221.34375 250.00000 278.09375 306.78125 337.28125 369.00000 398.75000 431.65625 465.50000 497.28125 531.25000 566.68750 601.40625 637.46875 629.59375 624.21875 620.81250 619.03125 618.65625 619.40625 621.21875 623.84375 627.18750 631.21875 635.75000 640.78125 646.28125 652.09375 658.28125 664.75000 670.31250 676.06250 680.75000 685.59375 691.68750 697.93750 704.25000 710.68750 718.50000 726.50000 734.50000 742.65625 750.81250 759.15625 767.46875 775.90625 784.40625 792.84375 801.18750 20.913408
0.8000 -432261.94 0.0000000 2.9687500 5.9375000 8.8750000 11.875000 14.843750 17.812500 20.750000 23.750000 45.750000 67.500000 90.375000 114.25000 138.75000 163.21875 191.00000 217.34375 243.68750 272.71875 300.21875 329.65625 361.21875 390.90625 422.28125 454.65625 487.18750 520.68750 554.12500 588.06250 578.46875 571.78125 567.31250 564.81250 563.87500 564.25000 565.75000 568.25000 571.56250 575.65625 580.31250 585.43750 591.21875 597.31250 603.78125 610.62500 616.56250 622.62500 627.65625 632.81250 639.31250 645.90625 652.68750 659.62500 667.96875 676.50000 685.12500 693.84375 702.62500 711.56250 720.56250 729.56250 738.68750 747.71875 756.68750 20.895662
1.0000 -432036.66 0.0000000 3.0312500 6.0312500 9.0625000 12.062500 15.093750 18.125000 21.156250 24.187500 48.750000 74.312500 99.343750 125.71875 151.40625 180.12500 209.62500 237.93750 268.21875 297.84375 329.21875 360.46875 393.25000 426.43750 459.34375 493.31250 528.34375 563.75000 599.93750 636.46875 632.68750 630.65625 630.00000 630.46875 632.12500 634.59375 637.93750 641.93750 646.53125 651.62500 657.28125 663.28125 669.65625 676.28125 683.34375 690.56250 696.71875 703.15625 708.34375 713.53125 720.31250 727.03125 733.90625 740.90625 749.37500 757.90625 766.56250 775.34375 784.18750 793.03125 801.93750 810.90625 819.90625 828.96875 837.78125 20.878008
1.2000 -432312.09 0.0000000 3.0312500 6.0625000 9.1250000 12.156250 15.187500 18.218750 21.281250 24.312500 51.062500 78.031250 106.00000 135.37500 164.65625 193.40625 225.81250 256.78125 288.87500 320.25000 355.09375 388.43750 422.59375 457.50000 493.87500 530.31250 567.31250 605.15625 644.03125 682.93750 671.40625 663.28125 657.87500 654.56250 653.03125 652.96875 654.15625 656.56250 659.75000 663.68750 668.34375 673.65625 679.34375 685.53125 692.09375 699.12500 705.12500 711.40625 716.56250 721.81250 728.50000 735.31250 742.25000 749.28125 757.96875 766.62500 775.53125 784.46875 793.56250 802.65625 811.84375 821.03125 830.53125 839.78125 849.03125 20.847305
1.4000 -432674.47 0.0000000 2.7500000 5.5000000 8.2812500 11.031250 13.781250 16.562500 19.343750 22.093750 43.125000 65.375000 88.593750 112.12500 137.56250 162.18750 188.06250 214.68750 241.62500 268.40625 297.34375 325.53125 356.15625 385.93750 417.96875 449.78125 482.46875 514.93750 548.93750 583.56250 579.09375 576.43750 575.40625 575.62500 577.00000 579.40625 582.65625 586.53125 591.15625 596.34375 601.96875 608.03125 614.59375 621.37500 628.50000 635.84375 642.18750 648.75000 654.06250 659.40625 666.21875 673.09375 680.21875 687.40625 696.03125 704.75000 713.62500 722.56250 731.59375 740.62500 749.71875 758.90625 768.15625 777.40625 786.46875 20.836927
1.6000 -430835.50 0.0000000 6.8437500 13.656250 20.531250 27.375000 34.187500 41.031250 47.906250 54.718750 78.906250 104.68750 129.62500 157.56250 185.25000 213.93750 242.93750 271.68750 302.06250 332.75000 363.65625 396.50000 430.18750 464.50000 499.06250 535.06250 569.62500 607.65625 644.40625 682.25000 677.53125 674.40625 672.90625 672.65625 673.43750 675.25000 677.84375 681.21875 685.15625 689.65625 694.56250 699.96875 705.75000 711.90625 718.28125 725.00000 730.81250 736.71875 741.59375 746.43750 752.65625 758.96875 765.46875 772.03125 779.96875 788.09375 796.21875 804.43750 812.71875 821.15625 829.56250 838.03125 846.56250 855.12500 863.56250 20.825817
1.8000 -431246.50 0.0000000 9.9687500 19.968750 29.906250 39.875000 49.812500 59.750000 69.750000 79.718750 103.65625 127.96875 154.15625 181.31250 207.93750 235.90625 263.40625 292.50000 321.53125 351.71875 384.21875 414.90625 447.25000 479.93750 513.37500 548.09375 582.40625 618.12500 654.06250 691.09375 684.46875 679.96875 677.18750 675.90625 675.87500 676.96875 679.00000 681.71875 685.21875 689.34375 693.96875 699.09375 704.68750 710.62500 716.96875 723.46875 729.21875 735.06250 739.84375 744.75000 750.90625 757.31250 763.71875 770.28125 778.28125 786.43750 794.53125 802.81250 811.28125 819.78125 828.31250 836.90625 845.53125 854.15625 862.65625 20.812620
2.0000 -430641.31 0.0000000 12.843750 25.718750 38.593750 51.468750 64.343750 77.218750 90.093750 102.96875 127.68750 151.68750 177.96875 203.28125 230.96875 258.68750 286.34375 313.87500 343.03125 375.62500 406.46875 438.43750 469.28125 503.15625 537.12500 571.46875 607.68750 642.37500 679.93750 717.25000 711.68750 708.06250 706.00000 705.46875 706.09375 707.75000 710.40625 713.68750 717.78125 722.50000 727.62500 733.31250 739.43750 745.87500 752.65625 759.68750 765.78125 772.15625 777.34375 782.56250 789.15625 795.90625 802.78125 809.71875 818.21875 826.96875 835.59375 844.53125 853.43750 862.37500 871.40625 880.53125 889.71875 898.87500 907.90625 20.801182
