Time    U    dU_0    dU_1    dU_2    dU_3    dU_4    dU_5    dU_6    dU_7    dU_8    dU_9    dU_10    dU_11    dU_12    dU_13    dU_14    dU_15    dU_16    dU_17    dU_18    dU_19    dU_20    dU_21    dU_22    dU_23    dU_24    dU_25    dU_26    dU_27    dU_28    dU_29    dU_30    dU_31    dU_32    dU_33    dU_34    dU_35    dU_36    dU_37    dU_38    dU_39    dU_40    dU_41    dU_42    dU_43    dU_44    dU_45    dU_46    dU_47    dU_48    dU_49    dU_50    dU_51    dU_52    dU_53    dU_54    dU_55    dU_56    dU_57    dU_58    dU_59    dU_60    dU_61    dU_62    dU_63    pV
0.2000 -469536.94 -905.31250 -904.53125 -903.78125 -903.00000 -902.25000 -901.46875 -900.71875 -899.93750 -899.18750 -772.37500 -653.75000 -545.93750 -445.90625 -342.71875 -251.43750 -171.75000 -103.43750 -46.250000 -1.7500000 31.343750 53.062500 63.562500 48.562500 36.687500 26.687500 18.906250 12.562500 7.7187500 3.9687500 1.5000000 0.0000000 -0.50000000 -0.25000000 0.71875000 2.2500000 4.1875000 6.5000000 9.2500000 11.875000 14.812500 17.687500 20.625000 23.562500 26.406250 29.250000 32.000000 34.750000 37.750000 40.625000 43.812500 47.156250 52.031250 57.062500 62.125000 67.312500 72.531250 77.843750 83.250000 88.750000 94.218750 99.875000 105.50000 111.15625 116.68750 22.876211
0.4000 -469063.16 -872.78125 -871.06250 -869.34375 -867.65625 -865.96875 -864.21875 -862.53125 -860.81250 -859.09375 -732.96875 -616.06250 -507.75000 -407.84375 -304.90625 -214.84375 -134.84375 -68.437500 -12.500000 31.843750 64.406250 85.468750 95.062500 73.625000 56.562500 42.125000 30.687500 21.125000 13.593750 7.6250000 3.1250000 0.0000000 -1.8750000 -2.6875000 -2.5000000 -1.5937500 -0.093750000 2.0000000 4.2812500 6.9375000 9.7500000 12.656250 15.593750 18.562500 21.531250 24.437500 27.250000 30.250000 33.375000 36.437500 39.875000 43.437500 48.687500 54.031250 59.562500 65.156250 70.875000 76.656250 82.593750 88.562500 94.625000 100.78125 106.90625 113.12500 119.31250 22.852669
0.6000 -469213.06 -935.40625 -934.37500 -933.34375 -932.31250 -931.28125 -930.25000 -929.25000 -928.18750 -927.18750 -799.43750 -680.71875 -571.53125 -470.62500 -366.71875 -274.03125 -194.28125 -125.84375 -69.000000 -23.218750 10.687500 31.281250 42.406250 30.500000 21.406250 14.125000 8.8437500 4.7812500 2.0625000 0.34375000 -0.21875000 0.0000000 1.1250000 2.9062500 5.2812500 8.2187500 11.343750 14.875000 18.437500 22.156250 25.937500 29.593750 33.218750 36.750000 40.218750 43.562500 46.812500 50.062500 53.656250 57.062500 60.750000 64.687500 70.218750 75.937500 81.687500 87.593750 93.531250 99.531250 105.56250 111.65625 117.78125 124.03125 130.34375 136.59375 142.78125 22.832338
0.8000 -469829.25 -920.12500 -919.43750 -918.78125 -918.09375 -917.40625 -916.71875 -916.06250 -915.37500 -914.68750 -790.18750 -675.03125 -568.34375 -470.59375 -370.75000 -281.65625 -204.06250 -138.50000 -84.156250 -41.937500 -10.843750 8.2812500 16.000000 9.8125000 5.1875000 1.6250000 -0.68750000 -2.1875000 -2.7500000 -2.5000000 -1.6250000 0.0000000 2.0625000 4.6250000 7.6875000 11.031250 14.500000 18.218750 22.000000 25.718750 29.625000 33.187500 36.781250 40.250000 43.625000 46.937500 50.000000 53.125000 56.500000 59.750000 63.250000 66.937500 72.250000 77.562500 83.000000 88.437500 93.906250 99.500000 105.12500 110.75000 116.50000 122.25000 127.96875 133.68750 139.37500 22.825287
1.0000 -470393.78 -889.03125 -888.09375 -887.09375 -886.18750 -885.21875 -884.28125 -883.34375 -882.43750 -881.46875 -756.00000 -639.65625 -532.12500 -433.12500 -330.93750 -240.93750 -160.93750 -94.843750 -39.687500 4.6875000 37.187500 56.562500 65.812500 49.406250 36.812500 26.250000 18.250000 11.937500 7.0937500 3.5000000 1.2500000 0.0000000 -0.25000000 0.28125000 1.5625000 3.3437500 5.5000000 8.1250000 11.031250 13.968750 17.125000 20.187500 23.187500 26.250000 29.250000 32.125000 34.937500 37.875000 40.937500 44.000000 47.156250 50.718750 55.687500 60.750000 65.906250 71.125000 76.437500 81.875000 87.343750 92.875000 98.500000 104.06250 109.75000 115.43750 121.00000 22.816559
1.2000 -470220.44 -913.87500 -913.50000 -913.15625 -912.75000 -912.40625 -912.00000 -911.65625 -911.28125 -910.90625 -786.00000 -670.00000 -564.34375 -465.65625 -364.81250 -273.81250 -196.25000 -130.50000 -74.062500 -30.468750 1.2812500 22.687500 31.812500 22.562500 15.500000 9.8125000 5.6562500 2.5312500 0.46875000 -0.56250000 -0.68750000 0.0000000 1.4375000 3.3750000 5.8437500 8.8750000 12.093750 15.562500 19.250000 22.843750 26.687500 30.312500 33.906250 37.375000 40.781250 44.125000 47.312500 50.531250 54.062500 57.312500 60.937500 64.750000 70.250000 75.750000 81.406250 87.093750 92.937500 98.750000 104.62500 110.62500 116.65625 122.71875 128.75000 134.87500 140.87500 22.787741
1.4000 -471190.00 -888.06250 -886.09375 -884.12500 -882.15625 -880.28125 -878.31250 -876.34375 -874.37500 -872.40625 -747.15625 -631.25000 -524.18750 -426.71875 -325.65625 -235.84375 -159.00000 -91.687500 -37.750000 5.5625000 36.437500 56.437500 64.562500 49.062500 36.937500 26.750000 18.906250 12.562500 7.6875000 4.0000000 1.5000000 0.0000000 -0.50000000 -0.28125000 0.75000000 2.3437500 4.2187500 6.5625000 9.2500000 11.937500 14.812500 17.781250 20.625000 23.562500 26.375000 29.062500 31.812500 34.500000 37.500000 40.437500 43.562500 46.968750 51.687500 56.593750 61.625000 66.781250 71.937500 77.250000 82.562500 87.937500 93.437500 98.968750 104.43750 110.12500 115.56250 22.768856
1.6000 -470002.41 -895.90625 -895.43750 -894.96875 -894.46875 -893.96875 -893.50000 -893.03125 -892.53125 -892.03125 -765.06250 -647.28125 -538.21875 -439.25000 -336.71875 -244.90625 -165.46875 -98.281250 -41.656250 3.5000000 35.718750 56.687500 66.375000 49.875000 37.093750 26.468750 18.375000 11.968750 7.0625000 3.5000000 1.2500000 0.0000000 -0.21875000 0.43750000 1.8437500 3.8125000 6.0625000 8.8750000 11.906250 15.000000 18.312500 21.562500 24.812500 28.000000 31.125000 34.187500 37.187500 40.187500 43.562500 46.687500 50.093750 53.750000 59.062500 64.375000 69.812500 75.375000 81.000000 86.687500 92.468750 98.250000 104.15625 110.03125 116.12500 122.06250 128.00000 22.774105
1.8000 -468722.31 -849.96875 -849.56250 -849.18750 -848.81250 -848.43750 -848.09375 -847.71875 -847.34375 -846.93750 -720.43750 -603.40625 -495.06250 -396.43750 -293.18750 -202.31250 -123.18750 -55.625000 -0.093750000 43.593750 76.812500 97.906250 107.18750 81.125000 61.437500 45.156250 32.656250 22.437500 14.312500 7.9687500 3.3125000 0.0000000 -2.0312500 -2.9375000 -2.8750000 -2.0625000 -0.68750000 1.2500000 3.5625000 6.0312500 8.7812500 11.562500 14.437500 17.343750 20.125000 23.062500 25.750000 28.593750 31.750000 34.906250 38.125000 41.687500 46.718750 51.875000 57.250000 62.781250 68.312500 74.000000 79.750000 85.687500 91.562500 97.562500 103.65625 109.75000 115.75000 22.766029
2.0000 -469977.94 -805.84375 -805.06250 -804.28125 -803.50000 -802.68750 -801.90625 -801.12500 -800.31250 -799.56250 -674.53125 -559.40625 -453.75000 -356.53125 -255.21875 -166.59375 -89.687500 -25.218750 28.375000 69.406250 99.562500 116.93750 123.43750 91.687500 68.156250 49.312500 35.062500 23.656250 14.875000 8.1562500 3.3125000 0.0000000 -1.8125000 -2.5000000 -2.1250000 -0.96875000 0.75000000 3.0625000 5.8125000 8.6562500 11.812500 14.937500 18.125000 21.312500 24.468750 27.468750 30.500000 33.625000 37.031250 40.281250 43.843750 47.687500 53.062500 58.656250 64.437500 70.218750 76.156250 82.187500 88.343750 94.437500 100.75000 107.06250 113.43750 119.84375 126.18750 22.743504
