Time    U    dU_0    dU_1    dU_2    dU_3    dU_4    dU_5    dU_6    dU_7    dU_8    dU_9    dU_10    dU_11    dU_12    dU_13    dU_14    dU_15    dU_16    dU_17    dU_18    dU_19    dU_20    dU_21    dU_22    dU_23    dU_24    dU_25    dU_26    dU_27    dU_28    dU_29    dU_30    dU_31    dU_32    dU_33    dU_34    dU_35    dU_36    dU_37    dU_38    dU_39    dU_40    dU_41    dU_42    dU_43    dU_44    dU_45    dU_46    dU_47    dU_48    dU_49    dU_50    dU_51    dU_52    dU_53    dU_54    dU_55    dU_56    dU_57    dU_58    dU_59    dU_60    dU_61    dU_62    dU_63    pV
0.2000 -46784.691 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 27.722656 55.906250 84.664062 113.80469 143.59375 173.81250 204.62109 235.88281 267.63672 299.90625 332.85938 366.09375 399.94531 434.24219 469.10156 504.49219 540.43359 576.82812 613.76172 651.12891 640.82031 632.67969 626.40234 621.73828 618.46094 616.39453 615.37891 615.28906 616.01953 617.46875 619.55859 622.21484 625.37109 628.98047 632.98047 637.35547 641.23438 645.32422 648.73438 652.25391 656.79297 661.48047 666.30469 671.25781 677.33984 683.57422 689.94531 696.42578 703.01562 709.69531 716.47656 723.32031 730.24609 737.22266 744.24219 2.1609979
0.4000 -46421.098 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 28.421875 57.410156 86.890625 117.05078 147.82812 179.15625 211.03906 243.58594 276.82031 310.53906 344.76172 379.63672 415.17969 451.32812 488.05078 525.25781 563.11719 601.68750 640.70703 680.39844 672.14844 665.83594 661.17188 657.90625 655.87109 654.89453 654.86328 655.64062 657.12891 659.25000 661.93359 665.12109 668.75781 672.77734 677.15234 681.85156 685.98828 690.29688 693.86328 697.52734 702.24219 707.07812 712.03516 717.11328 723.32812 729.67969 736.13672 742.70703 749.36328 756.10938 762.92969 769.82422 776.77734 783.76562 790.80859 2.1759698
0.6000 -46857.020 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 22.023438 44.531250 67.582031 90.984375 115.02344 139.37891 164.29297 189.73438 215.52344 241.88281 268.72656 295.87109 323.76953 351.91406 380.71875 409.82812 439.53125 469.67578 500.23828 531.28906 523.57812 517.78906 513.63281 510.87891 509.32422 508.80078 509.17578 510.33984 512.18359 514.62891 517.60938 521.06250 524.92188 529.16797 533.73047 538.57812 542.82812 547.23438 550.86719 554.59766 559.36719 564.25781 569.26172 574.35938 580.59766 586.94141 593.40234 599.94141 606.57422 613.26953 620.03516 626.85938 633.73828 640.66016 647.60938 2.1631632
0.8000 -46569.113 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 26.410156 53.164062 80.437500 108.07422 136.34766 164.96094 194.02344 223.61328 253.73047 284.31641 315.39453 346.89844 378.83594 411.23438 444.20312 477.47656 511.41797 545.67578 580.50000 615.71875 603.95703 594.72656 587.62109 582.32422 578.57031 576.14062 574.86719 574.58984 575.17578 576.53125 578.55859 581.17578 584.32812 587.92969 591.94922 596.33594 600.24609 604.35156 607.78906 611.32422 615.89453 620.61719 625.47266 630.45312 636.57031 642.84375 649.24609 655.76562 662.39453 669.11328 675.91406 682.79297 689.73828 696.75000 703.78906 2.1782086
1.0000 -46928.289 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 24.636719 49.867188 75.789062 102.22266 129.41797 157.16797 185.40625 214.42969 243.99609 274.33984 305.12891 336.62109 368.67188 401.41016 434.73047 468.62891 503.15625 538.46094 574.12500 610.62891 604.49609 599.97656 596.82812 594.87891 593.94141 593.91797 594.67969 596.13281 598.19531 600.81250 603.90625 607.42578 611.33594 615.57812 620.12500 624.95703 629.17188 633.53906 637.13281 640.81250 645.52734 650.35156 655.27734 660.30859 666.45312 672.71484 679.07031 685.51953 692.05078 698.64844 705.31250 712.04297 718.82031 725.64453 732.49609 2.1521015
1.2000 -46463.273 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 25.585938 51.621094 78.335938 105.49609 133.21094 161.38281 190.16016 219.45312 249.23828 279.60156 310.58594 342.01953 373.92969 406.43750 439.48438 473.10156 507.18359 541.73828 576.99219 612.67188 595.78125 582.63281 572.48047 564.73828 558.98828 554.92578 552.26562 550.80859 550.37500 550.84766 552.08594 554.00781 556.52344 559.56641 563.07812 566.98828 570.53125 574.30469 577.48438 580.76172 585.04688 589.48438 594.07031 598.78906 604.61719 610.60547 616.73438 623.00000 629.36719 635.85156 642.42578 649.06250 655.79297 662.57812 669.41016 2.1948879
1.4000 -46461.773 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0039062500 0.0039062500 0.0000000 0.0000000 30.566406 61.566406 93.113281 125.01172 157.57812 190.35938 223.89062 257.68750 291.99609 326.78906 362.14844 397.99219 434.21094 470.80859 508.03906 545.67578 583.71875 622.30859 661.44141 700.97656 694.68359 690.10156 686.98828 685.10547 684.31641 684.48438 685.46875 687.18750 689.55469 692.48438 695.91016 699.79297 704.06250 708.70703 713.66016 718.90234 723.45312 728.19141 732.07422 736.05469 741.13281 746.33203 751.64844 757.05859 763.66016 770.38281 777.21484 784.12891 791.13281 798.21484 805.35547 812.57031 819.82031 827.13281 834.46094 2.1716292
1.6000 -46731.820 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 31.757812 64.117188 97.011719 130.43359 164.38281 198.87500 234.03125 269.58203 305.72266 342.46484 379.67578 417.51172 455.86328 494.69141 534.11328 574.12109 614.64844 655.73047 697.36328 739.55078 732.65234 727.39453 723.56641 720.97656 719.45703 718.89453 719.17578 720.17969 721.84375 724.08594 726.83594 730.06641 733.67578 737.67969 742.00391 746.61719 750.67578 754.89453 758.38672 761.96484 766.57031 771.29297 776.12109 781.04688 787.09375 793.26953 799.55078 805.93359 812.40625 818.95312 825.57812 832.26562 839.01172 845.79688 852.63281 2.1762831
1.8000 -46703.328 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 29.421875 59.515625 90.062500 121.28125 153.00000 185.29297 218.24219 251.72266 285.70312 320.25781 355.53125 391.28516 427.66797 464.60547 502.11328 540.08984 578.68359 617.91406 657.73828 698.06250 685.23047 675.07812 667.13281 661.08984 656.64453 653.60156 651.76562 650.96094 651.08594 652.00000 653.62500 655.86719 658.66797 661.96094 665.69141 669.80469 673.51562 677.42578 680.71094 684.11328 688.51562 693.08594 697.79297 702.64453 708.60938 714.73828 721.00000 727.40234 733.90625 740.51953 747.22656 754.00391 760.86719 767.79297 774.76172 2.1607440
2.0000 -46280.309 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 21.992188 44.421875 67.375000 90.835938 114.75000 139.18750 164.12891 189.62109 215.60547 242.04297 269.01172 296.41797 324.36719 352.74609 381.67188 411.14453 441.14453 471.51562 502.52734 533.94141 528.63672 524.85156 522.34375 520.93750 520.50391 520.90234 522.02734 523.80859 526.16016 529.00391 532.29688 535.98438 540.02344 544.37891 549.01562 553.90234 558.14844 562.53906 566.14062 569.82422 574.52344 579.33984 584.23438 589.22266 595.32031 601.51953 607.80078 614.17188 620.60547 627.11719 633.67969 640.29297 646.96875 653.66797 660.39453 2.1976662
