Time    U    dU_0    dU_1    dU_2    dU_3    dU_4    dU_5    dU_6    dU_7    dU_8    dU_9    dU_10    dU_11    dU_12    dU_13    dU_14    dU_15    dU_16    dU_17    dU_18    dU_19    dU_20    dU_21    dU_22    dU_23    dU_24    dU_25    dU_26    dU_27    dU_28    dU_29    dU_30    dU_31    dU_32    dU_33    dU_34    dU_35    dU_36    dU_37    dU_38    dU_39    dU_40    dU_41    dU_42    dU_43    dU_44    dU_45    dU_46    dU_47    dU_48    dU_49    dU_50    dU_51    dU_52    dU_53    dU_54    dU_55    dU_56    dU_57    dU_58    dU_59    dU_60    dU_61    dU_62    dU_63    pV
0.2000 -46143.234 6.3160438e+09 6.3160438e+09 6.3160438e+09 6.3160438e+09 6.3160438e+09 6.3160438e+09 6.3160438e+09 6.3160438e+09 6.3160438e+09 6.3160433e+09 6.3160433e+09 6.3160438e+09 6.3160438e+09 6.3160438e+09 6.3160438e+09 6.3160433e+09 6.3160433e+09 6.3160433e+09 6.3160433e+09 6.3160438e+09 6.3160438e+09 6.3160438e+09 6.3160438e+09 6.3160438e+09 6.3160438e+09 6.3160438e+09 6.3160438e+09 6.3160438e+09 6.3160438e+09 103625.92 35698.016 18646.924 11515.352 7781.7539 5559.6719 4122.5820 3137.6445 2433.1914 1912.7500 1518.4375 1213.6250 974.21875 783.76172 630.69141 506.64062 420.96875 348.48047 298.50000 254.66016 207.30078 167.07031 132.96094 104.09375 75.390625 52.207031 33.707031 19.203125 8.1250000 0.0000000 -5.5820312 -8.9609375 -10.406250 -10.191406 -8.5156250 2.1318870
0.4000 -45953.664 1.8329274e+09 1.8329274e+09 1.8329274e+09 1.8329274e+09 1.8329274e+09 1.8329274e+09 1.8329274e+09 1.8329274e+09 1.8329274e+09 1.8329274e+09 1.8329272e+09 1.8329272e+09 1.8329272e+09 1.8329272e+09 1.8329271e+09 1.8329271e+09 1.8329272e+09 1.8329271e+09 1.8329271e+09 1.8329270e+09 1.8329270e+09 1.8329270e+09 1.8329268e+09 1.8329268e+09 1.8329268e+09 1.8329268e+09 1.8329268e+09 1.8329268e+09 1.8329267e+09 119816.37 38313.688 19221.115 11568.312 7676.2383 5408.5078 3965.8633 2990.1484 2299.9766 1794.8867 1415.3438 1124.1250 896.94141 717.32422 573.80469 458.17578 378.73438 311.82812 265.89453 225.75781 182.61719 146.17578 115.45312 89.632812 64.183594 43.859375 27.875000 15.570312 6.4375000 0.0000000 -4.1015625 -6.1718750 -6.5039062 -5.3046875 -2.7929688 2.1323385
0.6000 -46313.762 4.9161149e+08 4.9161149e+08 4.9161149e+08 4.9161149e+08 4.9161149e+08 4.9161149e+08 4.9161149e+08 4.9161149e+08 4.9161149e+08 4.9161152e+08 4.9161149e+08 4.9161146e+08 4.9161146e+08 4.9161142e+08 4.9161139e+08 4.9161139e+08 4.9161136e+08 4.9161136e+08 4.9161136e+08 4.9161136e+08 4.9161136e+08 4.9161133e+08 4.9161130e+08 4.9161130e+08 4.9161126e+08 4.9161130e+08 4.9161126e+08 4.9161126e+08 4.9161126e+08 106356.59 35862.785 18281.312 11069.312 7365.0312 5196.9805 3814.6562 2878.5898 2215.8945 1730.5977 1365.6953 1085.5273 866.79688 693.72656 555.33594 443.76172 367.04688 302.39844 257.97656 219.15234 177.38672 142.08984 112.30469 87.253906 62.542969 42.777344 27.214844 15.238281 6.3007812 0.0000000 -4.0234375 -6.0937500 -6.4570312 -5.3398438 -2.9414062 2.1321747
0.8000 -46327.926 1.5957489e+10 1.5957489e+10 1.5957489e+10 1.5957489e+10 1.5957489e+10 1.5957489e+10 1.5957489e+10 1.5957489e+10 1.5957489e+10 1.5957489e+10 1.5957490e+10 1.5957490e+10 1.5957490e+10 1.5957490e+10 1.5957490e+10 1.5957490e+10 1.5957490e+10 1.5957490e+10 1.5957490e+10 1.5957490e+10 1.5957489e+10 1.5957489e+10 1.5957489e+10 1.5957489e+10 1.5957489e+10 1.5957489e+10 1.5957489e+10 1.5957489e+10 1.5957489e+10 107776.64 38053.773 20070.701 12444.621 8421.9648 6018.5625 4461.6094 3394.0508 2630.7852 2067.2969 1640.7539 1311.3828 1052.9453 847.51953 682.51562 548.87891 456.62109 378.53906 324.70312 277.42578 226.35547 182.92969 146.03516 114.74609 83.542969 58.222656 37.882812 21.792969 9.3359375 0.0000000 -6.6523438 -10.957031 -13.230469 -13.753906 -12.753906 2.1323707
1.0000 -46258.777 2.0713177e+10 2.0713177e+10 2.0713177e+10 2.0713177e+10 2.0713177e+10 2.0713177e+10 2.0713177e+10 2.0713177e+10 2.0713177e+10 2.0713177e+10 2.0713177e+10 2.0713177e+10 2.0713175e+10 2.0713175e+10 2.0713175e+10 2.0713175e+10 2.0713175e+10 2.0713175e+10 2.0713175e+10 2.0713175e+10 2.0713175e+10 2.0713175e+10 2.0713175e+10 2.0713175e+10 2.0713175e+10 2.0713175e+10 2.0713175e+10 2.0713175e+10 2.0713175e+10 114714.22 38167.207 19687.990 12079.992 8129.4141 5790.2852 4283.2188 3253.4883 2518.9453 1977.5781 1568.2617 1252.5078 1004.9414 808.30078 650.46484 522.73828 434.58984 360.04688 308.66406 263.58984 214.91797 173.54297 138.42969 108.69141 79.039062 55.015625 35.742188 20.523438 8.7734375 0.0000000 -6.2031250 -10.195312 -12.261719 -12.648438 -11.578125 2.1333487
1.2000 -46579.273 2.6084508e+12 2.6084508e+12 2.6084508e+12 2.6084508e+12 2.6084508e+12 2.6084508e+12 2.6084508e+12 2.6084508e+12 2.6084508e+12 2.6084508e+12 2.6084508e+12 2.6084508e+12 2.6084508e+12 2.6084508e+12 2.6084508e+12 2.6084508e+12 2.6084508e+12 2.6084508e+12 2.6084508e+12 2.6084508e+12 2.6084508e+12 2.6084508e+12 2.6084508e+12 2.6084508e+12 2.6084508e+12 2.6084508e+12 2.6084508e+12 2.6084508e+12 2.6084508e+12 149247.92 46521.953 23094.676 13814.350 9128.5156 6412.7344 4692.3750 3533.0000 2715.4492 2118.7070 1671.2969 1328.6562 1061.6953 850.84766 682.45312 546.78125 453.51562 374.89062 320.83594 273.51562 222.54297 179.34375 142.76172 111.85547 81.128906 56.312500 36.476562 20.875000 8.8906250 0.0000000 -6.2265625 -10.148438 -12.074219 -12.281250 -10.976562 2.1342087
1.4000 -46526.055 7.9055232e+09 7.9055232e+09 7.9055232e+09 7.9055232e+09 7.9055232e+09 7.9055232e+09 7.9055232e+09 7.9055232e+09 7.9055232e+09 7.9055227e+09 7.9055227e+09 7.9055232e+09 7.9055232e+09 7.9055232e+09 7.9055232e+09 7.9055232e+09 7.9055227e+09 7.9055227e+09 7.9055232e+09 7.9055232e+09 7.9055232e+09 7.9055232e+09 7.9055232e+09 7.9055232e+09 7.9055232e+09 7.9055232e+09 7.9055232e+09 7.9055232e+09 7.9055232e+09 120114.69 37869.695 18999.406 11470.152 7638.0195 5399.6914 3971.5664 3002.8438 2315.7227 1811.5703 1431.8750 1139.8711 911.60938 730.77344 586.00000 469.13281 388.69922 320.82812 274.15625 233.30859 189.32031 152.07031 120.58594 94.039062 67.753906 46.644531 29.906250 16.906250 7.0781250 0.0000000 -4.7265625 -7.4023438 -8.3125000 -7.6718750 -5.7031250 2.1347847
1.6000 -46216.848 2.6185404e+16 2.6185404e+16 2.6185404e+16 2.6185404e+16 2.6185404e+16 2.6185404e+16 2.6185404e+16 2.6185404e+16 2.6185404e+16 2.6185404e+16 2.6185404e+16 2.6185404e+16 2.6185404e+16 2.6185404e+16 2.6185404e+16 2.6185404e+16 2.6185404e+16 2.6185404e+16 2.6185404e+16 2.6185404e+16 2.6185404e+16 2.6185404e+16 2.6185404e+16 2.6185404e+16 2.6185404e+16 2.6185404e+16 2.6185404e+16 2.6185404e+16 2.6185404e+16 149638.02 48131.426 24064.363 14406.508 9511.3281 6673.5117 4877.8750 3669.6484 2818.9453 2198.8945 1734.5469 1379.2188 1102.5625 884.15625 709.74219 569.21094 472.59375 391.08594 335.03516 285.95312 233.02344 188.11719 150.05078 117.81641 85.726562 59.718750 38.847656 22.339844 9.5664062 0.0000000 -6.8359375 -11.300781 -13.707031 -14.320312 -13.394531 2.1346509
1.8000 -46490.547 1.9776774e+09 1.9776774e+09 1.9776774e+09 1.9776774e+09 1.9776774e+09 1.9776774e+09 1.9776774e+09 1.9776774e+09 1.9776774e+09 1.9776773e+09 1.9776773e+09 1.9776773e+09 1.9776773e+09 1.9776773e+09 1.9776773e+09 1.9776772e+09 1.9776773e+09 1.9776773e+09 1.9776772e+09 1.9776771e+09 1.9776772e+09 1.9776771e+09 1.9776771e+09 1.9776771e+09 1.9776771e+09 1.9776771e+09 1.9776769e+09 1.9776769e+09 1.9776769e+09 164761.48 53544.625 27001.760 16285.137 10819.805 7632.9531 5605.7070 4235.0938 3265.9453 2556.8281 2023.9141 1614.8281 1295.3750 1042.4414 839.87891 676.20703 563.36328 467.93750 402.13672 344.37500 281.91797 228.72266 183.43750 144.91797 106.32031 74.761719 49.183594 28.675781 12.480469 0.0000000 -9.2851562 -15.808594 -19.945312 -22.003906 -22.273438 2.1352060
2.0000 -46100.227 7.8772494e+13 7.8772494e+13 7.8772494e+13 7.8772494e+13 7.8772494e+13 7.8772494e+13 7.8772494e+13 7.8772494e+13 7.8772494e+13 7.8772494e+13 7.8772494e+13 7.8772494e+13 7.8772494e+13 7.8772494e+13 7.8772494e+13 7.8772494e+13 7.8772494e+13 7.8772494e+13 7.8772494e+13 7.8772494e+13 7.8772494e+13 7.8772494e+13 7.8772494e+13 7.8772494e+13 7.8772494e+13 7.8772494e+13 7.8772494e+13 7.8772494e+13 7.8772494e+13 142672.92 45533.117 22878.494 13788.295 9161.1250 6463.9805 4747.8516 3587.0117 2765.7266 2164.4453 1712.3633 1365.1602 1093.9570 879.18359 707.21094 568.26953 472.54688 391.64062 335.90625 287.02344 234.24219 189.38281 151.28125 118.97656 86.722656 60.535156 39.480469 22.769531 9.7773438 0.0000000 -7.0468750 -11.695312 -14.281250 -15.066406 -14.304688 2.1320317
